,Unnamed: 0,City,Common_Names,Country,County,Family_x,GBReference_title,GenBank,Genus_x,Latitude,Location,Longitude,Order_x,ScientificName_x,State,Test,Virus,Virus_Confirmed,Confirmation,Virus_Family,Year,accession,referenceID,Host,MatchHost,MatchRatio,Species ID,Kingdom,Phylum,Class,Order_y,Family_y,Genus_y,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned,ScientificName_y
195,4100,,,USA,,CORVIDAE,"{u'GBReference_position': '1..1503', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590225,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
196,4101,,,USA,,CORVIDAE,"{u'GBReference_position': '1..1503', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590224,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
197,4102,,,USA,,CORVIDAE,"{u'GBReference_position': '1..1503', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590223,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
198,4103,,,USA,,CORVIDAE,"{u'GBReference_position': '1..1503', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590222,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
199,4104,,,USA,,CORVIDAE,"{u'GBReference_position': '1..1503', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590221,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
200,4105,,,USA,,CORVIDAE,"{u'GBReference_position': '1..1503', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590220,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
201,4106,,,USA,,CORVIDAE,"{u'GBReference_position': '1..1503', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590219,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
202,4107,,,USA,,CORVIDAE,"{u'GBReference_position': '1..1503', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590218,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
203,4108,,,USA,,CORVIDAE,"{u'GBReference_position': '1..1503', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590217,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
204,4109,,,USA,,CORVIDAE,"{u'GBReference_position': '1..1503', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590216,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
205,4110,,,USA,,CORVIDAE,"{u'GBReference_position': '1..1503', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590215,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
206,4111,,,USA,,CORVIDAE,"{u'GBReference_position': '1..1503', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590214,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
207,4112,,,USA,,CORVIDAE,"{u'GBReference_position': '1..1503', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590213,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
208,4113,,,USA,,CORVIDAE,"{u'GBReference_position': '1..1503', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590212,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
209,4114,,,USA,,CORVIDAE,"{u'GBReference_position': '1..1503', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590211,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
210,4115,,,USA,,CORVIDAE,"{u'GBReference_position': '1..1503', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590210,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
211,4116,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590249,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
212,4117,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590248,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
213,4118,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590247,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
214,4119,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590246,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
215,4120,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590245,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
216,4121,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590244,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
217,4122,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590243,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
218,4123,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590242,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
219,4124,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590241,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
220,4125,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590240,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
221,4126,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590239,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
222,4127,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590238,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
223,4128,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590237,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
224,4129,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590236,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
225,4130,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590235,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
226,4131,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590234,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
227,4132,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590233,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
228,4133,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590232,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
229,4134,,,USA,,CORVIDAE,"{u'GBReference_position': '1..608', u'GBReference_reference': '1', u'GBReference_authors': ['Ebel,G.D.', 'Carricaburu,J.', 'Young,D.', 'Bernard,K.A.', 'Kramer,L.D.'], u'GBReference_journal': 'Am. J. Trop. Med. Hyg. 71 (4), 493-500 (2004)', u'GBReference_pubmed': '15516648', u'GBReference_title': 'Genetic and phenotypic variation of West Nile virus in New York, 2000-2003'}",1.0,,,,,PASSERIFORMES,American crow,,nucleotide,West Nile virus,1,1,Flaviviridae,,AY590231,GenBank,American crow,Corvus brachyrhynchos,Edited,,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,,,,,,,American Crow,,,,,,,,,
